entry_no,posting_date,fiscal_year,document_type,document_no,line_no,customer_no,salesperson_code,item_no,item_description,item_category_code,location_code,quantity,unit_price,sales_amount,cost_amount,gross_profit,gross_profit_margin_pct
1581,2025-04-06,F 2025,Sales Invoice,SI103776,10000,C0001,CM,1944-S,HARARE Folding Table,TABLE,,7,47877.53,335142.71,224697.9,110444.81,32.95
1582,2025-04-06,F 2025,Sales Invoice,SI103776,20000,C0001,CM,1920-S,LUANDA Conference Table,TABLE,,2,265661.77,531323.54,325187.38,206136.16,38.8
1583,2025-04-06,F 2025,Sales Invoice,SI103776,30000,C0001,CM,1896-S,ADDIS ABABA Executive Desk,BENCH,,11,168760.19,1856362.09,1344174.7,512187.39,27.59
1584,2025-04-06,F 2025,Sales Invoice,SI103776,40000,C0001,CM,1936-S,ACCRA Round Table,TABLE,,7,100707.0,704949.0,431182.71,273766.29,38.83
1585,2024-11-20,F 2025,Sales Invoice,SI103777,10000,C0005,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,NBI,3,28047.0,84141.0,54988.41,29152.59,34.65
1586,2024-10-23,F 2025,Sales Invoice,SI103778,10000,C0012,BM,1988-S,"KAMPALA Guest Chair, red",CHAIR,,3,21316.91,63950.73,46683.66,17267.07,27.0
1587,2024-10-23,F 2025,Sales Invoice,SI103778,20000,C0012,BM,1908-S,DUBAI Corner Desk,BENCH,MBA,2,146232.69,292465.38,191314.76,101150.62,34.59
1588,2024-10-23,F 2025,Sales Invoice,SI103778,30000,C0012,BM,1944-S,HARARE Folding Table,TABLE,,9,40556.43,365007.87,262724.94,102282.93,28.02
1589,2025-01-30,F 2025,Sales Invoice,SI103779,10000,C0004,AO,1964-S,Guest Section 1,MISC,NBI,2,160260.09,320520.18,199331.3,121188.88,37.81
1590,2025-01-30,F 2025,Sales Invoice,SI103779,20000,C0004,AO,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,,3,148585.19,445755.57,352388.76,93366.81,20.95
1591,2025-01-30,F 2025,Sales Invoice,SI103779,30000,C0004,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,NBI,10,25213.95,252139.5,173459.7,78679.8,31.2
1592,2025-01-30,F 2025,Sales Invoice,SI103779,40000,C0004,AO,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,NBI,5,35189.68,175948.4,122008.6,53939.8,30.66
1593,2024-11-10,F 2025,Sales Invoice,SI103780,10000,C0001,CM,1964-S,Guest Section 1,MISC,,10,135235.05,1352350.5,971441.9,380908.6,28.17
1594,2024-11-10,F 2025,Sales Invoice,SI103780,20000,C0001,CM,1936-S,ACCRA Round Table,TABLE,NAK,2,89951.66,179903.32,147003.58,32899.74,18.29
1595,2025-03-17,F 2025,Sales Invoice,SI103781,10000,C0003,AO,2004-S,"LAGOS Executive Chair, grey",CHAIR,KSM,1,37050.3,37050.3,23134.62,13915.68,37.56
1596,2025-04-12,F 2025,Sales Invoice,SI103782,10000,C0028,BM,1960-S,"NAIROBI Guest Chair, green",CHAIR,KSM,10,20339.09,203390.9,166391.1,36999.8,18.19
1597,2024-10-10,F 2025,Sales Invoice,SI103783,10000,C0001,AO,1944-S,HARARE Folding Table,TABLE,,2,47726.34,95452.68,61674.12,33778.56,35.39
1598,2024-10-10,F 2025,Sales Invoice,SI103783,20000,C0001,AO,1944-S,HARARE Folding Table,TABLE,KSM,2,41067.17,82134.34,57393.76,24740.58,30.12
1599,2025-01-19,F 2025,Sales Invoice,SI103784,10000,C0021,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,,1,22413.23,22413.23,17091.34,5321.89,23.74
1600,2025-01-19,F 2025,Sales Invoice,SI103784,20000,C0021,AO,1920-S,LUANDA Conference Table,TABLE,,7,276916.21,1938413.47,1231191.36,707222.11,36.48
1601,2025-01-19,F 2025,Sales Invoice,SI103784,30000,C0021,AO,1960-S,"NAIROBI Guest Chair, green",CHAIR,,7,23931.8,167522.6,110937.61,56584.99,33.78
1602,2025-01-19,F 2025,Sales Invoice,SI103784,40000,C0021,AO,1980-S,"KISUMU Swivel Chair, red",CHAIR,MBA,8,27694.53,221556.24,156525.04,65031.2,29.35
1603,2024-12-30,F 2025,Sales Invoice,SI103785,10000,C0005,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,KSM,10,21244.11,212441.1,179301.8,33139.3,15.6
1604,2025-04-25,F 2025,Sales Invoice,SI103786,10000,C0010,CM,1960-S,"NAIROBI Guest Chair, green",CHAIR,,12,24824.23,297890.76,160901.52,136989.24,45.99
1605,2025-04-25,F 2025,Sales Invoice,SI103786,20000,C0010,CM,1896-S,ADDIS ABABA Executive Desk,BENCH,KSM,5,215199.62,1075998.1,662636.25,413361.85,38.42
1606,2025-04-25,F 2025,Sales Invoice,SI103786,30000,C0010,CM,1988-S,"KAMPALA Guest Chair, red",CHAIR,KSM,5,25999.75,129998.75,74090.65,55908.1,43.01
1607,2025-04-25,F 2025,Sales Invoice,SI103786,40000,C0010,CM,1928-S,DAKAR Meeting Table,TABLE,,2,133460.3,266920.6,208204.78,58715.82,22.0
1608,2025-04-25,F 2025,Sales Invoice,SI103786,50000,C0010,CM,1944-S,HARARE Folding Table,TABLE,,6,41359.87,248159.22,196839.18,51320.04,20.68
1609,2025-04-25,F 2025,Sales Invoice,SI103786,60000,C0010,CM,2004-S,"LAGOS Executive Chair, grey",CHAIR,KSM,6,37704.7,226228.2,141366.78,84861.42,37.51
1610,2025-02-12,F 2025,Sales Invoice,SI103787,10000,C0004,CM,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,6,26304.4,157826.4,106969.62,50856.78,32.22
1611,2025-02-12,F 2025,Sales Invoice,SI103787,20000,C0004,CM,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,,4,36859.8,147439.2,109120.84,38318.36,25.99
1612,2024-12-18,F 2025,Sales Invoice,SI103788,10000,C0002,BM,1956-S,Conference Bundle 1-6,MISC,,3,377863.11,1133589.33,792208.44,341380.89,30.12
1613,2024-12-18,F 2025,Sales Invoice,SI103788,20000,C0002,BM,1952-S,"ABUJA Whiteboard, base",MISC,,2,51996.2,103992.4,66032.5,37959.9,36.5
1614,2025-02-28,F 2025,Sales Invoice,SI103789,10000,C0024,AO,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,,10,40242.58,402425.8,285715.5,116710.3,29.0
1615,2025-01-22,F 2025,Sales Invoice,SI103790,10000,C0002,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,KSM,1,210989.05,210989.05,124136.34,86852.71,41.16
1616,2024-10-07,F 2025,Sales Invoice,SI103791,10000,C0020,CM,1956-S,Conference Bundle 1-6,MISC,KSM,5,374395.26,1871976.3,1257060.75,614915.55,32.85
1617,2024-10-07,F 2025,Sales Invoice,SI103791,20000,C0020,CM,2008-S,"ACCRA Stacking Chair, blue",CHAIR,KSM,10,11856.21,118562.1,74287.5,44274.6,37.34
1618,2025-04-07,F 2025,Sales Invoice,SI103792,10000,C0023,BM,1984-S,MADRID Monitor Stand,MISC,,11,10452.79,114980.69,100771.99,14208.7,12.36
1619,2025-04-07,F 2025,Sales Invoice,SI103792,20000,C0023,BM,1896-S,ADDIS ABABA Executive Desk,BENCH,,12,198481.1,2381773.2,1669260.24,712512.96,29.92
1620,2025-01-06,F 2025,Sales Invoice,SI103793,10000,C0035,AO,1968-S,OSLO Filing Cabinet,MISC,,5,33702.43,168512.15,128706.15,39806.0,23.62
1621,2024-12-03,F 2025,Sales Invoice,SI103794,10000,C0003,CM,1960-S,"NAIROBI Guest Chair, green",CHAIR,NBI,5,25750.88,128754.4,72329.95,56424.45,43.82
1622,2024-12-03,F 2025,Sales Invoice,SI103794,20000,C0003,CM,1956-S,Conference Bundle 1-6,MISC,KSM,10,316615.79,3166157.9,2606098.9,560059.0,17.69
1623,2025-05-03,F 2025,Sales Invoice,SI103795,10000,C0002,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,,8,214469.69,1715757.52,1099062.4,616695.12,35.94
1624,2025-05-03,F 2025,Sales Invoice,SI103795,20000,C0002,AO,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,,7,176135.25,1232946.75,781318.09,451628.66,36.63
1625,2025-03-06,F 2025,Sales Invoice,SI103796,10000,C0033,BM,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,,5,42185.01,210925.05,143464.95,67460.1,31.98
1626,2025-03-06,F 2025,Sales Invoice,SI103796,20000,C0033,BM,1980-S,"KISUMU Swivel Chair, red",CHAIR,KSM,10,32096.69,320966.9,207459.2,113507.7,35.36
1627,2024-11-17,F 2025,Sales Invoice,SI103797,10000,C0027,BM,1960-S,"NAIROBI Guest Chair, green",CHAIR,ELD,12,26531.21,318374.52,171868.68,146505.84,46.02
1628,2024-11-17,F 2025,Sales Invoice,SI103797,20000,C0027,BM,CM-001,Commercial Reception Desk,CM_COMMER,,1,407108.19,407108.19,272492.07,134616.12,33.07
1629,2025-04-02,F 2025,Sales Invoice,SI103798,10000,C0002,AO,1908-S,DUBAI Corner Desk,BENCH,,2,112015.19,224030.38,185838.76,38191.62,17.05
1630,2025-01-04,F 2025,Sales Invoice,SI103799,10000,C0016,CM,1896-S,ADDIS ABABA Executive Desk,BENCH,NBI,5,194250.74,971253.7,592370.95,378882.75,39.01
1631,2024-12-25,F 2025,Sales Invoice,SI103800,10000,C0029,CM,1976-S,LONDON Bookcase,MISC,,5,53943.19,269715.95,158672.4,111043.55,41.17
1632,2024-12-25,F 2025,Sales Invoice,SI103800,20000,C0029,CM,1976-S,LONDON Bookcase,MISC,NBI,10,50808.26,508082.6,363247.6,144835.0,28.51
1633,2025-02-08,F 2025,Sales Invoice,SI103801,10000,C0019,BM,1936-S,ACCRA Round Table,TABLE,KSM,4,113766.22,455064.88,281137.08,173927.8,38.22
1634,2025-02-08,F 2025,Sales Invoice,SI103801,20000,C0019,BM,1980-S,"KISUMU Swivel Chair, red",CHAIR,MBA,11,30013.71,330150.81,238238.11,91912.7,27.84
1635,2025-02-08,F 2025,Sales Invoice,SI103801,30000,C0019,BM,1988-S,"KAMPALA Guest Chair, red",CHAIR,KSM,9,27959.79,251638.11,164862.27,86775.84,34.48
1636,2025-02-08,F 2025,Sales Invoice,SI103801,40000,C0019,BM,1908-S,DUBAI Corner Desk,BENCH,,2,118270.73,236541.46,159906.18,76635.28,32.4
1637,2025-01-29,F 2025,Sales Invoice,SI103802,10000,C0008,BM,1988-S,"KAMPALA Guest Chair, red",CHAIR,,10,22127.09,221270.9,158268.8,63002.1,28.47
1638,2025-01-29,F 2025,Sales Invoice,SI103802,20000,C0008,BM,1952-S,"ABUJA Whiteboard, base",MISC,NAK,6,59187.93,355127.58,232818.96,122308.62,34.44
1639,2025-03-27,F 2025,Sales Invoice,SI103803,10000,C0017,AO,2008-S,"ACCRA Stacking Chair, blue",CHAIR,,6,11380.16,68280.96,51322.02,16958.94,24.84
1640,2025-03-27,F 2025,Sales Invoice,SI103803,20000,C0017,AO,1900-S,CAIRO Writing Desk,BENCH,,4,107604.98,430419.92,277641.04,152778.88,35.5
1641,2025-03-27,F 2025,Sales Invoice,SI103803,30000,C0017,AO,1956-S,Conference Bundle 1-6,MISC,MBA,3,340469.72,1021409.16,778078.62,243330.54,23.82
1642,2025-03-27,F 2025,Sales Invoice,SI103803,40000,C0017,AO,1928-S,DAKAR Meeting Table,TABLE,,11,136041.35,1496454.85,1140774.25,355680.6,23.77
1643,2024-12-20,F 2025,Sales Invoice,SI103804,10000,C0004,AO,1980-S,"KISUMU Swivel Chair, red",CHAIR,MBA,8,28300.37,226402.96,150805.44,75597.52,33.39
1644,2024-12-20,F 2025,Sales Invoice,SI103804,20000,C0004,AO,1964-S,Guest Section 1,MISC,KSM,1,131638.12,131638.12,103007.68,28630.44,21.75
1645,2025-04-01,F 2025,Sales Invoice,SI103805,10000,C0019,CM,1960-S,"NAIROBI Guest Chair, green",CHAIR,,7,22618.73,158331.11,115756.2,42574.91,26.89
1646,2025-02-09,F 2025,Sales Invoice,SI103806,10000,C0030,CM,2008-S,"ACCRA Stacking Chair, blue",CHAIR,,7,13032.25,91225.75,63520.66,27705.09,30.37
1647,2025-02-09,F 2025,Sales Invoice,SI103806,20000,C0030,CM,2004-S,"LAGOS Executive Chair, grey",CHAIR,ELD,6,31009.29,186055.74,157458.54,28597.2,15.37
1648,2025-02-09,F 2025,Sales Invoice,SI103806,30000,C0030,CM,1960-S,"NAIROBI Guest Chair, green",CHAIR,MBA,12,22841.04,274092.48,198487.56,75604.92,27.58
1649,2025-02-09,F 2025,Sales Invoice,SI103806,40000,C0030,CM,1920-S,LUANDA Conference Table,TABLE,,12,231300.35,2775604.2,1849920.84,925683.36,33.35
1650,2025-02-09,F 2025,Sales Invoice,SI103806,50000,C0030,CM,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,NBI,3,23431.69,70295.07,60218.46,10076.61,14.33
1651,2025-02-08,F 2025,Sales Invoice,SI103807,10000,C0028,AO,2008-S,"ACCRA Stacking Chair, blue",CHAIR,,11,11191.63,123107.93,83711.98,39395.95,32.0
1652,2025-02-08,F 2025,Sales Invoice,SI103807,20000,C0028,AO,1944-S,HARARE Folding Table,TABLE,,5,42848.95,214244.75,149956.9,64287.85,30.01
1653,2025-02-08,F 2025,Sales Invoice,SI103807,30000,C0028,AO,2008-S,"ACCRA Stacking Chair, blue",CHAIR,,10,14364.81,143648.1,81165.0,62483.1,43.5
1654,2025-01-18,F 2025,Sales Invoice,SI103808,10000,C0004,AO,1984-S,MADRID Monitor Stand,MISC,ELD,1,11452.88,11452.88,8624.44,2828.44,24.7
1655,2025-01-18,F 2025,Sales Invoice,SI103808,20000,C0004,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,,9,27454.85,247093.65,150749.37,96344.28,38.99
1656,2025-01-18,F 2025,Sales Invoice,SI103808,30000,C0004,AO,2008-S,"ACCRA Stacking Chair, blue",CHAIR,,3,13228.01,39684.03,22691.97,16992.06,42.82
1657,2024-11-13,F 2025,Sales Invoice,SI103809,10000,C0030,AO,1952-S,"ABUJA Whiteboard, base",MISC,,4,56147.39,224589.56,128645.16,95944.4,42.72
1658,2024-11-13,F 2025,Sales Invoice,SI103809,20000,C0030,AO,1956-S,Conference Bundle 1-6,MISC,NAK,3,330973.0,992919.0,781074.48,211844.52,21.34
1659,2024-11-13,F 2025,Sales Invoice,SI103809,30000,C0030,AO,1908-S,DUBAI Corner Desk,BENCH,,4,117733.19,470932.76,376470.52,94462.24,20.06
1660,2024-11-13,F 2025,Sales Invoice,SI103809,40000,C0030,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,,10,25086.7,250867.0,178627.1,72239.9,28.8
1661,2024-11-13,F 2025,Sales Invoice,SI103809,50000,C0030,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,,2,164383.03,328766.06,263033.64,65732.42,19.99
1662,2024-11-13,F 2025,Sales Invoice,SI103809,60000,C0030,AO,1964-S,Guest Section 1,MISC,ELD,8,147208.07,1177664.56,742378.96,435285.6,36.96
1663,2025-04-06,F 2025,Sales Invoice,SI103810,10000,C0034,BM,1944-S,HARARE Folding Table,TABLE,,4,50832.28,203329.12,114695.52,88633.6,43.59
1664,2025-04-06,F 2025,Sales Invoice,SI103810,20000,C0034,BM,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,,11,34066.75,374734.25,280677.43,94056.82,25.1
1665,2025-04-06,F 2025,Sales Invoice,SI103810,30000,C0034,BM,1936-S,ACCRA Round Table,TABLE,NBI,1,96339.22,96339.22,59628.05,36711.17,38.11
1666,2025-04-06,F 2025,Sales Invoice,SI103810,40000,C0034,BM,2004-S,"LAGOS Executive Chair, grey",CHAIR,,9,33949.73,305547.57,233274.6,72272.97,23.65
1667,2025-03-12,F 2025,Sales Invoice,SI103811,10000,C0003,BM,1964-S,Guest Section 1,MISC,,4,126891.75,507567.0,396119.44,111447.56,21.96
1668,2025-03-12,F 2025,Sales Invoice,SI103811,20000,C0003,BM,1956-S,Conference Bundle 1-6,MISC,,12,371995.95,4463951.4,2762769.6,1701181.8,38.11
1669,2025-03-12,F 2025,Sales Invoice,SI103811,30000,C0003,BM,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,9,29129.31,262163.79,160280.19,101883.6,38.86
1670,2024-10-18,F 2025,Sales Invoice,SI103812,10000,C0010,AO,1960-S,"NAIROBI Guest Chair, green",CHAIR,,12,20082.31,240987.72,177302.28,63685.44,26.43
1671,2024-10-18,F 2025,Sales Invoice,SI103812,20000,C0010,AO,1920-S,LUANDA Conference Table,TABLE,NBI,8,247489.93,1979919.44,1192429.92,787489.52,39.77
1672,2024-10-18,F 2025,Sales Invoice,SI103812,30000,C0010,AO,1956-S,Conference Bundle 1-6,MISC,,5,394897.7,1974488.5,1165671.45,808817.05,40.96
1673,2025-03-03,F 2025,Sales Invoice,SI103813,10000,C0006,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,5,25541.28,127706.4,97557.85,30148.55,23.61
1674,2025-01-17,F 2025,Sales Invoice,SI103814,10000,C0005,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,MBA,12,28263.66,339163.92,213359.88,125804.04,37.09
1675,2025-01-17,F 2025,Sales Invoice,SI103814,20000,C0005,AO,1956-S,Conference Bundle 1-6,MISC,,8,402347.06,3218776.48,2193070.24,1025706.24,31.87
1676,2024-12-08,F 2025,Sales Invoice,SI103815,10000,C0028,AO,1960-S,"NAIROBI Guest Chair, green",CHAIR,,6,21669.79,130018.74,99985.5,30033.24,23.1
1677,2024-12-08,F 2025,Sales Invoice,SI103815,20000,C0028,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,,7,181119.37,1267835.59,828999.15,438836.44,34.61
1678,2024-12-08,F 2025,Sales Invoice,SI103815,30000,C0028,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,,11,28839.12,317230.32,203348.2,113882.12,35.9
1679,2024-12-08,F 2025,Sales Invoice,SI103815,40000,C0028,AO,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,,3,155332.84,465998.52,305686.26,160312.26,34.4
1680,2025-03-07,F 2025,Sales Invoice,SI103816,10000,C0002,BM,1976-S,LONDON Bookcase,MISC,KSM,1,53953.3,53953.3,30990.64,22962.66,42.56
1681,2025-03-07,F 2025,Sales Invoice,SI103816,20000,C0002,BM,1968-S,OSLO Filing Cabinet,MISC,,9,39320.83,353887.47,225246.51,128640.96,36.35
1682,2025-02-15,F 2025,Sales Invoice,SI103817,10000,C0002,AO,1964-S,Guest Section 1,MISC,,4,125901.33,503605.32,367833.16,135772.16,26.96
1683,2025-02-15,F 2025,Sales Invoice,SI103817,20000,C0002,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,,9,199094.85,1791853.65,1024090.2,767763.45,42.85
1684,2024-10-06,F 2025,Sales Invoice,SI103818,10000,C0008,BM,1952-S,"ABUJA Whiteboard, base",MISC,,1,60380.76,60380.76,34360.71,26020.05,43.09
1685,2024-10-06,F 2025,Sales Invoice,SI103818,20000,C0008,BM,1952-S,"ABUJA Whiteboard, base",MISC,NBI,4,54402.49,217609.96,130182.48,87427.48,40.18
1686,2025-01-05,F 2025,Sales Invoice,SI103819,10000,C0002,BM,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,KSM,2,46540.66,93081.32,57138.0,35943.32,38.61
1687,2025-01-05,F 2025,Sales Invoice,SI103819,20000,C0002,BM,1944-S,HARARE Folding Table,TABLE,,1,46356.96,46356.96,26099.77,20257.19,43.7
1688,2025-01-05,F 2025,Sales Invoice,SI103819,30000,C0002,BM,1980-S,"KISUMU Swivel Chair, red",CHAIR,NBI,12,31789.71,381476.52,235206.24,146270.28,38.34
1689,2025-05-08,F 2025,Sales Invoice,SI103820,10000,C0003,AO,1960-S,"NAIROBI Guest Chair, green",CHAIR,NAK,5,21948.38,109741.9,76862.45,32879.45,29.96
1690,2025-05-08,F 2025,Sales Invoice,SI103820,20000,C0003,AO,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,NAK,7,159035.03,1113245.21,699480.6,413764.61,37.17
1691,2025-02-21,F 2025,Sales Invoice,SI103821,10000,C0003,AO,1908-S,DUBAI Corner Desk,BENCH,,7,140323.74,982266.18,638874.67,343391.51,34.96
1692,2025-02-21,F 2025,Sales Invoice,SI103821,20000,C0003,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,,9,177531.9,1597787.1,1196697.06,401090.04,25.1
1693,2025-02-21,F 2025,Sales Invoice,SI103821,30000,C0003,AO,1960-S,"NAIROBI Guest Chair, green",CHAIR,,4,24043.94,96175.76,57443.52,38732.24,40.27
1694,2024-12-19,F 2025,Sales Invoice,SI103822,10000,C0023,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,3,28346.2,85038.6,50667.03,34371.57,40.42
1695,2024-12-19,F 2025,Sales Invoice,SI103822,20000,C0023,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,KSM,7,30351.12,212457.84,117220.74,95237.1,44.83
1696,2024-12-19,F 2025,Sales Invoice,SI103822,30000,C0023,AO,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,,4,171776.47,687105.88,395999.76,291106.12,42.37
1697,2024-12-19,F 2025,Sales Invoice,SI103822,40000,C0023,AO,1944-S,HARARE Folding Table,TABLE,,3,38611.65,115834.95,80137.05,35697.9,30.82
1698,2024-12-19,F 2025,Sales Invoice,SI103822,50000,C0023,AO,1964-S,Guest Section 1,MISC,NBI,5,127261.92,636309.6,440771.45,195538.15,30.73
1699,2024-12-19,F 2025,Sales Invoice,SI103822,60000,C0023,AO,1908-S,DUBAI Corner Desk,BENCH,,6,121782.44,730694.64,533949.72,196744.92,26.93
1700,2025-02-01,F 2025,Sales Invoice,SI103823,10000,C0026,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,2,24746.91,49493.82,38806.52,10687.3,21.59
1701,2025-02-01,F 2025,Sales Invoice,SI103823,20000,C0026,AO,1960-S,"NAIROBI Guest Chair, green",CHAIR,,9,21317.98,191861.82,121677.75,70184.07,36.58
1702,2025-02-01,F 2025,Sales Invoice,SI103823,30000,C0026,AO,CM-001,Commercial Reception Desk,CM_COMMER,,1,417684.39,417684.39,260357.04,157327.35,37.67
1703,2025-02-01,F 2025,Sales Invoice,SI103823,40000,C0026,AO,1908-S,DUBAI Corner Desk,BENCH,,3,150531.03,451593.09,254706.06,196887.03,43.6
1704,2025-02-01,F 2025,Sales Invoice,SI103823,50000,C0026,AO,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,MBA,7,33610.69,235274.83,200429.46,34845.37,14.81
1705,2025-02-01,F 2025,Sales Invoice,SI103823,60000,C0026,AO,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,KSM,6,45396.18,272377.08,178275.18,94101.9,34.55
1706,2024-11-06,F 2025,Sales Invoice,SI103824,10000,C0014,AO,1984-S,MADRID Monitor Stand,MISC,,6,12849.33,77095.98,45057.12,32038.86,41.56
1707,2024-11-06,F 2025,Sales Invoice,SI103824,20000,C0014,AO,1976-S,LONDON Bookcase,MISC,,12,43546.5,522558.0,409146.24,113411.76,21.7
1708,2024-11-06,F 2025,Sales Invoice,SI103824,30000,C0014,AO,1908-S,DUBAI Corner Desk,BENCH,,8,141540.88,1132327.04,640251.28,492075.76,43.46
1709,2024-11-06,F 2025,Sales Invoice,SI103824,40000,C0014,AO,1960-S,"NAIROBI Guest Chair, green",CHAIR,KSM,1,21025.0,21025.0,14219.27,6805.73,32.37
1710,2025-02-15,F 2025,Sales Invoice,SI103825,10000,C0001,AO,1920-S,LUANDA Conference Table,TABLE,,2,278773.56,557547.12,308138.68,249408.44,44.73
1711,2025-02-15,F 2025,Sales Invoice,SI103825,20000,C0001,AO,1920-S,LUANDA Conference Table,TABLE,NBI,4,237761.13,951044.52,585762.28,365282.24,38.41
1712,2025-02-15,F 2025,Sales Invoice,SI103825,30000,C0001,AO,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,MBA,5,143408.95,717044.75,484759.35,232285.4,32.39
1713,2025-02-21,F 2025,Sales Invoice,SI103826,10000,C0014,BM,1980-S,"KISUMU Swivel Chair, red",CHAIR,,12,27903.67,334844.04,257371.92,77472.12,23.14
1714,2024-11-02,F 2025,Sales Invoice,SI103827,10000,C0010,CM,2004-S,"LAGOS Executive Chair, grey",CHAIR,KSM,10,33838.36,338383.6,253739.9,84643.7,25.01
1715,2024-11-02,F 2025,Sales Invoice,SI103827,20000,C0010,CM,1920-S,LUANDA Conference Table,TABLE,,8,208879.83,1671038.64,1376311.76,294726.88,17.64
1716,2024-11-02,F 2025,Sales Invoice,SI103827,30000,C0010,CM,1988-S,"KAMPALA Guest Chair, red",CHAIR,NBI,10,21455.56,214555.6,182192.6,32363.0,15.08
1717,2024-12-22,F 2025,Sales Invoice,SI103828,10000,C0033,AO,1952-S,"ABUJA Whiteboard, base",MISC,,7,56652.08,396564.56,235295.83,161268.73,40.67
1718,2024-10-31,F 2025,Sales Invoice,SI103829,10000,C0004,AO,1936-S,ACCRA Round Table,TABLE,,6,95830.42,574982.52,398945.88,176036.64,30.62
1719,2024-10-31,F 2025,Sales Invoice,SI103829,20000,C0004,AO,1964-S,Guest Section 1,MISC,NBI,4,146672.29,586689.16,414516.96,172172.2,29.35
1720,2024-10-31,F 2025,Sales Invoice,SI103829,30000,C0004,AO,1936-S,ACCRA Round Table,TABLE,NBI,7,87186.72,610307.04,508216.94,102090.1,16.73
1721,2025-03-25,F 2025,Sales Invoice,SI103830,10000,C0029,AO,1980-S,"KISUMU Swivel Chair, red",CHAIR,,6,26855.23,161131.38,117142.38,43989.0,27.3
1722,2025-03-25,F 2025,Sales Invoice,SI103830,20000,C0029,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,MBA,10,218334.15,2183341.5,1209907.1,973434.4,44.58
1723,2025-03-25,F 2025,Sales Invoice,SI103830,30000,C0029,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,,3,182752.5,548257.5,416317.89,131939.61,24.07
1724,2025-01-01,F 2025,Sales Invoice,SI103831,10000,C0001,BM,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,6,30077.1,180462.6,114965.28,65497.32,36.29
1725,2025-01-01,F 2025,Sales Invoice,SI103831,20000,C0001,BM,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,,11,43962.72,483589.92,274407.87,209182.05,43.26
1726,2025-03-28,F 2025,Sales Invoice,SI103832,10000,C0003,BM,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,ELD,1,170598.3,170598.3,97454.19,73144.11,42.88
1727,2025-03-11,F 2025,Sales Invoice,SI103833,10000,C0002,AO,1928-S,DAKAR Meeting Table,TABLE,,9,166025.02,1494225.18,801636.48,692588.7,46.35
1728,2025-03-11,F 2025,Sales Invoice,SI103833,20000,C0002,AO,1968-S,OSLO Filing Cabinet,MISC,NBI,3,35542.41,106627.23,75100.83,31526.4,29.57
1729,2025-03-11,F 2025,Sales Invoice,SI103833,30000,C0002,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,2,30098.18,60196.36,38584.14,21612.22,35.9
1730,2024-10-25,F 2025,Sales Invoice,SI103834,10000,C0003,CM,1928-S,DAKAR Meeting Table,TABLE,NBI,12,130103.69,1561244.28,1130407.2,430837.08,27.6
1731,2024-10-25,F 2025,Sales Invoice,SI103834,20000,C0003,CM,2004-S,"LAGOS Executive Chair, grey",CHAIR,KSM,12,34375.99,412511.88,255431.76,157080.12,38.08
1732,2024-10-25,F 2025,Sales Invoice,SI103834,30000,C0003,CM,2008-S,"ACCRA Stacking Chair, blue",CHAIR,NBI,1,13448.41,13448.41,8866.24,4582.17,34.07
